GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Sat_evidence,Ref_scientific,Ref_scientific_full,Ref_other,Remarks
109,1935,1935,9,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
110,1935,1935,8,28,Tara Co,Unnamed,GL086131E28294N,"2, 3, 4",G086136E28280N,28.295,86.132,5252,28.453,86.176,4550,Observation,Moraine dammed,Y,N,15_2,11,China,TAR,Poiqu,Unknown,Ice avalanche,Dam piping,200000,2100000,1036,,,,,,,,,,,,,,,+,,,,,,66700,,,,"(Mool, Bajracharya and Joshi, 2001; Cui et al. 2010; Ives, Shrestha and Mool, 2010; ICIMOD, 2011; Veh et al., 2019)","Mool, P.K., Bajracharya, S.R., Joshi, S.P., 2001. Inventory of Glaciers, Glacial Lakes and Glacial Lake Outburst Floods. ICIMOD, Kathmandu, Nepal; Cui, P., Dang, C., Cheng, Z., Scott, K.M., 2010. Debris Flows Resulting From Glacial-Lake Outburst Floods in Tibet, China. Physical Geography 31, 508–527. https://doi.org/10.2747/0272-3646.31.6.508; Ives, J.D., Shrestha, R.B., Mool, P.K., 2010. Formation of Glacial Lakes in the Hindu Kush-Himalayas and GLOF Risk Assessment. ICIMOD, Kathmandu, Nepal; ICIMOD, 2011. Glacial Lakes and Glacial Lake Outburst Floods in Nepal. ICIMOD; Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",,
112,1936,1936,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
111,1936,1936,NA,NA,Unnamed,Aksay,Not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Ala Archa,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
113,1937,1937,7,NA,Kyagar,Unnamed,GL077181E35675N,"2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14_2,9,China,Xinjiang,Yarkant,Surging glacier,Unknown,Unknown,,,5250,,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992)","Zhang, X., Li, N., You, X., Wang, W., 1990. The Researches of Glacier Lake Outburst Floods of the Yarkant River in Xinjiang. Science in China Series B-Chemistry, Life Sciences & Earth Sciences 33 (8), 1014–1024; Zhang, X., 1992. Investigation of glacier bursts of the Yarkant River in Xinjiang, China. Annals of Glaciology 16, 135–139. https://doi.org/10.3189/1992AoG16-1-135-139",,"Unclear which of the glaciers in upper Shaksgam caused the flood, coordinates given are for Kyagar. Peak discharge measured at Kaqun"
114,1937,1937,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
116,1938,1938,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
115,1938,1938,NA,NA,Unnamed,Salyk,Ephemeral,NA,G074719E42495N,42.518,74.717,3390,42.561,74.663,2005,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Alamedin,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
117,1939,1939,8,1,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
118,1940,1940,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
119,1940,1940,7,10,Qiongbixiama Co,Unnamed,GL088915E27849N,"2, 3, 4",G088895E27865N,27.85,88.915,4767,27.727,88.968,3849,Deposit,Moraine dammed,Y,N,15_2,12,China,TAR,Amo Chhu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,Street and buildings,,,,,"(Wang et al., 2012; Chen et al., 2013; Veh et al., 2019)","Wang, X., Liu, S., Ding, Y., Guo, W., Jiang, Z., Lin, J., Han, Y., 2012. An approach for estimating the breach probabilities of moraine-dammed lakes in the Chinese Himalayas using remote-sensing data. Natural Hazards and Earth System Sciences 12, 3109–3122; Chen, N.S., Hu, G.S., Deng, W., Khanal, N., Zhu, Y.H., Han, D., 2013. On the water hazards in the trans-boundary Kosi River basin. Natural Hazards and Earth System Sciences 13, 795–808. https://doi.org/10.5194/nhess-13-795-2013; Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",,
121,1941,1941,NA,NA,Unnamed,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.463012,74.901382,2450,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,Damage to terraces at Pasu,,,,,"(Charles, 1985; Kreutzmann, 1994; Iturrizaga, 2005b)","Charles, C., 1985. La Valle de Hunza, Karakorum - Pakistan - Milieu Naturel, Amenagement traditionel et mutations recentes dans une vallee aride du Nord-Ouest de L’Ensemble Himalayen. Université Joseph Fourier, Grenoble, France, Grenoble; Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram; Petermanns Geographische Mitteilungen 138, 337–356; Iturrizaga, L., 2005b. New observations on present and prehistorical glacier-dammed lakes in the Shimshal valley (Karakoram Mountains). Journal of Asian Earth Sciences 25, 545–555. https://doi.org/10.1016/j.jseaes.2004.04.011",,Damage to terraces at Pasu
122,1941,1941,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
120,1941,1941,NA,NA,Unnamed,Aksay,Not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Ala Archa,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
123,1942,1942,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
125,1943,1943,9,22,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
124,1943,1943,NA,NA,Unnamed,Aksay,Not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Ala Archa,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
126,1944,1944,NA,NA,Unnamed,Khurdopin ,Ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.312161,74.673558,2105,Observation,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Hunza,Surging glacier,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,Damage to bridge between Nagar and Baltit,,,,,"(Saunders, 1983; Kreutzmann, 1994; Iturrizaga, 2005b)","Saunders, F. (1983). Karakoram Villages: an agrarian study of 22 villages in the Hunza, Ishkoman and Yasin Valleys of Gilgit District. Integrated Rural Development Project, Gilgit Technical Publication PAK/80/009. UN/FAO, Gilgit; Kreutzmann, H., 1994. Habitat conditions and settlement processes in the Hindukush Karakoram. Petermanns Geographische Mitteilungen 138, 337–356; Iturrizaga, L., 2005b. New observations on present and prehistorical glacier-dammed lakes in the Shimshal valley (Karakoram Mountains). Journal of Asian Earth Sciences 25, 545–555. https://doi.org/10.1016/j.jseaes.2004.04.011",,Damage to bridge between Nagar and Baltit
127,1949,1949,8,3,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
128,1950,1950,NA,NA,Unnamed,Aksay,Not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Ala Archa,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
129,1950,1950,NA,NA,Sangwang Co,Unnamed,GL090104E28237N,"2, 3, 4",G090095E28176N,28.238799,90.109247,5150,NA,NA,NA,NA,Moraine dammed,N,Y,13_8,12,China,TAR,Nian Chu,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Carrivick and Tweed, 2016)","Carrivick, J.L., Tweed, F.S., 2016. A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change 144, 1–16. https://doi.org/10.1016/j.gloplacha.2016.07.001",,
131,1951,1951,8,20,Lake number 2,Central Tuyuksu,NA,NA,G077081E43044N,43.066,77.083,3382,NA,NA,NA,NA,Moraine dammed,N,Y,13_3,4,Kazakhstan,Almaty,Kishi Almaty,Unknown,Unknown,Moraine collapse,,20000,,50,,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),"Medeu, A.R., Popov, N.V., Blagovechshenskiy, V.P., Askarova, M.A., Medeu, A.A., Ranova, S.U., Kamalbekova, A., Bolch, T., 2022. Moraine-dammed glacial lakes and threat of glacial debris flows in South-East Kazakhstan. Earth-Science Reviews 103999. https://doi.org/10.1016/j.earscirev.2022.103999",,
130,1951,1951,NA,NA,Unknown,Kotor,Not mapped,NA,G074629E35951N,35.93,74.609,4121,NA,NA,NA,NA,Supraglacial,N,N,14_2,9,Pakistan,Gilgit - Baltistan,Bagrot,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,+,,,,,+,,,,(This study),"Ashraf, A., Naz, R., Mustafa, N., Iqbal, M.B., Ahmad, B., Jawad, A., Ahmad. I., 2015. Updating GLOF Lake Inventory of Northern Pakistan and Establishment of Community Based Early Warning System in Bagrot and Bondo Gol Valleys. Technical Report. Islamabad, Pakistan: Pakistan Agricultural Research Council (PARC).","(Ashraf et al., 2015)","On 11th December 2012 a community exchange documented this event. A huge damage occurred to natural forest as well as the settlements of villages Taisote and Massingot. Kotor Glacier, adjacent to the event in 1909"
135,1953,1953,NA,NA,Unknown,Kutiah,Ephemeral,NA,G074938E35805N,35.768,75.064,2970,NA,NA,NA,NA,Ice dammed,N,N,14_2,9,Pakistan,Gilgit - Baltistan,Indus,Glacier advance,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt, 1968)","Hewitt, K., 1968. Studies in the geomorphology of the mountain regions of the Upper Indus basin. University of London",,
136,1953,1953,NA,NA,Unknown,Gasherbrum,Ephemeral,NA,G076615E35806N,35.899,76.764,4240,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,China,Xinjiang,Shaksgam,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Desio, 1955; Feng, 1991; Bazai et al., 2021) ","Desio, A., 1955. The Ascent of K2. The Geographical Journal 121, 261–272. https://doi.org/10.2307/1790890; Feng, Q., 1991. Characteristics of glacier outburst flood in the Yarkant river, Karakorum mountains. GeoJournal 25, 255–263. https://doi.org/10.1007/BF02682195; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,
137,1953,1953,NA,NA,Unknown,Urdok,Ephemeral,NA,G076803E35673N,35.856,76.771,4277,NA,NA,NA,NA,Ice dammed,N,N,14_2,9,China,Xinjiang,Shaksgam,Surging glacier,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Desio, 1955; Feng, 1991; Bazai et al., 2021) ","Desio, A., 1955. The Ascent of K2. The Geographical Journal 121, 261–272. https://doi.org/10.2307/1790890; Feng, Q., 1991. Characteristics of glacier outburst flood in the Yarkant river, Karakorum mountains. GeoJournal 25, 255–263. https://doi.org/10.1007/BF02682195; Bazai, N.A., Cui, P., Carling, P.A., Wang, H., Hassan, J., Liu, D., Zhang, G., Jin, W., 2021. Increasing glacial lake outburst flood hazard in response to surge glaciers in the Karakoram. Earth-Science Reviews 212, 103432. https://doi.org/10.1016/j.earscirev.2020.103432",,
132,1953,1953,NA,NA,Unnamed,Teztor,Not mapped,NA,Not mapped,42.5366,74.4273,3606,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Ala Archa,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
133,1953,1953,6,22,Unnamed,Teztor,Not mapped,NA,Not mapped,42.5366,74.4273,3606,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Ala Archa,Unknown,Unknown,Unknown,,,,400,,,,,,,,,,,,,,,,,,,,,,,,"(Erokhin et al., 2018)","Erokhin, S.A., Zaginaev, V.V., Meleshko, A.A., Ruiz-Villanueva, V., Petrakov, D.A., Chernomorets, S.S., Viskhadzhieva, K.S., Tutubalina, O.V., Stoffel, M., 2018. Debris flows triggered from non-stationary glacier lake outbursts: the case of the Teztor Lake complex (Northern Tian Shan, Kyrgyzstan). Landslides 15, 83–98. https://doi.org/10.1007/s10346-017-0862-3",,
134,1953,1953,NA,NA,Unnamed,Topkaragay,GL074519E42490N,3,G074547E42486N,42.488,74.523,3680,42.58,74.481,2015,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Ala Archa,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
138,1953,1953,5,6,Guxiang ,Unnamed,Not mapped,NA,G095447E30009N,30.042,95.46,4155,30.076,95.501,3085,Deposit,Unknown,N,N,15_3,18,China,TAR,Bomi,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Carrivick and Tweed, 2016)","Carrivick, J.L., Tweed, F.S., 2016. A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change 144, 1–16. https://doi.org/10.1016/j.gloplacha.2016.07.001",,Original coordinates lie on the farmland and are corrected here. Only year is mentioned in the reference
139,1954,1954,8,24,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
140,1954,1954,7,16,Sangwang Co,Unnamed,GL090104E28237N,"2, 3, 4",G090095E28176N,28.238799,90.109247,5150,28.925312,89.580432,4015,Observation,Moraine dammed,N,Y,13_8,12,China,TAR,Nian Chu,Unknown,Ice calving,Unknown,,,10000,,"Damaged Shigatse city and villages along the Yarlung Zangbo river, 200 kms away from the lake with a  peak discharge 10k m3s-1, ",400,,,,20000,,,,,,,,,,,,,Destroyed 170 villages,65997000,,37500000,,"(Cui et al., 2010; Komori et al., 2012; Carrivick and Tweed, 2016; Veh et al., 2019)","Cui, P., Dang, C., Cheng, Z., Scott, K.M., 2010. Debris Flows Resulting From Glacial-Lake Outburst Floods in Tibet, China. Physical Geography 31, 508–527. https://doi.org/10.2747/0272-3646.31.6.508; Komori, J., Koike, T., Yamanokuchi, T., Tshering, P., 2012. Glacial Lake Outburst Events in the Bhutan Himalayas. Global Environmental Research 16, 59–70; Carrivick, J.L., Tweed, F.S., 2016. A global assessment of the societal impacts of glacier outburst floods. Global and Planetary Change 144, 1–16. https://doi.org/10.1016/j.gloplacha.2016.07.001; Veh, G., Korup, O., von Specht, S., Roessner, S., Walz, A., 2019. Unchanged frequency of moraine-dammed glacial lake outburst floods in the Himalaya. Nature Climate Change 9, 379–383. https://doi.org/10.1038/s41558-019-0437-5",,"Discharge measured 145 km downstream, 2000 people affected"
141,1955,1955,NA,NA,Karambar ,Unnamed,GL074079E36622N,"2, 4",G074224E36616N,36.6214,74.07906,2935,NA,NA,NA,NA,Ice dammed,N,Y,14_2,9,Pakistan,Gilgit - Baltistan,Gilgit,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Iturrizaga, 2005a; Hewitt and Liu, 2010)","Iturrizaga, L., 2005a. Historical glacier-dammed lakes and outburst floods in the Karambar valley (Hindukush-Karakoram). GeoJournal 63, 1–47. https://doi.org/10.1007/s10708-005-2395-x; Hewitt, K., Liu, J., 2010. Ice-Dammed Lakes and Outburst Floods, Karakoram Himalaya: Historical Perspectives on Emerging Threats. Physical Geography 31, 528–551. https://doi.org/10.2747/0272-3646.31.6.528",,
142,1955,1955,NA,NA,Unnamed,Aksay,Not mapped,NA,G074556E42520N,42.528,74.5405,3637,42.552627,74.483331,2255,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Ala Archa,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
143,1955,1955,7,NA,Unnamed,Hailuogou,Not mapped,NA,G101916E29584N,29.566,101.985,3100,NA,NA,NA,NA,Moraine dammed,N,Y,15_3,20,China,TAR,Yalong Tsangpo,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Ding and Jingshi, 1992)","Ding, Y., Liu, J., 1992. Glacier lake outburst flood disasters in China. Annals of Glaciology, 16.",,
147,1956,1956,9,2,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)","Glazirin, G., 2010. A century of investigations on outbursts of the ice-dammed lake merzbacher (Central Tien Shan). Austrian Journal of Earth Sciences 103, 171–179.",,
148,1956,1956,7,2,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13_3,3,Kyrgyzstan,,Inylchek,Unknown,Unknown,Subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Kingslake and Ng, 2013)","Kingslake, J., Ng, F., 2013. Quantifying the predictability of the timing of jökulhlaups from Merzbacher Lake, Kyrgyzstan. Journal of Glaciology 59, 805–818. https://doi.org/10.3189/2013JoG12J156",,
144,1956,1956,NA,NA,Unnamed,Kuturgansuu,Ephemeral,NA,G074608E42515N,42.522,74.609,3470,42.535,74.658,2170,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Alamedin,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
145,1956,1956,NA,NA,Unnamed,Salyk,Ephemeral,NA,G074719E42495N,42.518,74.717,3390,42.561,74.663,2005,Deposit,Moraine dammed,N,Y,13_3,4,Kyrgyzstan,,Alamedin,Unknown,Unknown,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Zaginaev et al., 2019)","Zaginaev, V., Petrakov, D., Erokhin, S., Meleshko, A., Stoffel, M., Ballesteros-Cánovas, J.A., 2019. Geomorphic control on regional glacier lake outburst flood and debris flow activity over northern Tien Shan. Global and Planetary Change 176, 50–59. https://doi.org/10.1016/j.gloplacha.2019.03.003",,
146,1956,1956,8,7,Lake number 2,Central Tuyuksu,NA,NA,G077081E43044N,43.066,77.083,3382,NA,NA,NA,NA,Moraine dammed,N,Y,13_3,4,Kazakhstan,Almaty,Kishi Almaty,Unknown,Unknown,Dam piping,,35000,,1000,,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),"Medeu, A.R., Popov, N.V., Blagovechshenskiy, V.P., Askarova, M.A., Medeu, A.A., Ranova, S.U., Kamalbekova, A., Bolch, T., 2022. Moraine-dammed glacial lakes and threat of glacial debris flows in South-East Kazakhstan. Earth-Science Reviews 103999. https://doi.org/10.1016/j.earscirev.2022.103999",,
