GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Ref_scientific,Ref_other,Remarks
GF077181E35675N_11,1968,1968,8,10,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,,3150,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992; Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,
GF077181E35675N_12,1971,1971,8,2,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,,4750,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992; Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,
GF077181E35675N_13,1976,1976,6,18,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,4210000,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)",,
GF077181E35675N_14,1977,1977,8,1,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,NA,NA,NA,NA,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,32730000,,,,,,,,,,,,,,,,,,,,,,,,,"(Feng, 1991; Carrivick and Tweed, 2016; Bazai et al., 2021)",,Lake area decreased between 07/14/1977 and 08/01/1977. The peak volume before flood 32.73x106 m3 with a lake area 1.181km2; Slightly different estimated Dates between Carrivick and Tweed (2016) and Bazai  et al. (2021)
GF077181E35675N_15,1978,1978,9,6,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,NA,NA,NA,NA,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,80120000,,,,,,,,,,,,,,,,,,,,,,,,,"(Feng, 1991; Carrivick and Tweed, 2016; Bazai et al., 2021)",,"The lake reformed in the winter after the major outburst of 1977. Outburst occurred in summer, 07/18/1978. The peak volume before flood 80.12x106 m3 with a lake area 2.17km2. Slightly different estimated Dates between Carrivick and Tweed (2016) and Bazai et al. (2021)"
GF077181E35675N_16,1980,1980,10,21,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,,802,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992; Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,
GF077181E35675N_17,1982,1982,11,16,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,,856,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992; Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,
GF077181E35675N_18,1983,1983,10,28,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,,854,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992; Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,
GF077181E35675N_19,1984,1984,8,30,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,,4570,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992; Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,
GF077181E35675N_20,1986,1986,8,14,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,,1980,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 1990; Zhang, 1992; Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,
GF077181E35675N_21,1997,1997,8,3,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,,4040,,,,,,,,,,,,,,,,,,,,,,,12500000,"(Feng, 1991; Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,
GF077181E35675N_22,1998,1998,11,5,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,133500000,1850,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,Lake area increased between 09/07/1998 and 10/09/1998.  Most water discharged before 11/10/1998. By 10/09/1998 a peak volume before flood 133.5 x 106 m3 with a lake area 3.32km2. The only large lake outburst during winter
GF077181E35675N_23,1999,1999,8,11,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,45780000,6070,,,,,,,,,,,,,,,,,,,,,,,25000000,"(Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,The lake reformed from December 1998 and outburst occurred between 07/16/1999 and 08/17/1999. Lake peak volume before flood 45.78x106 m3 with a lake area 1.71km2. 
GF077181E35675N_24,2002,2002,8,9,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,115190000,4610,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,Huge flood recorded with peak lake volume by 08/09/2002 before flood 115.19x106 m3 with a lake area 2.93km2. 
GF077181E35675N_25,2005,2005,9,2,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,,1880,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010; Carrivick and Tweed, 2016; Bazai et al., 2021)",,
GF077181E35675N_26,2008,2008,6,14,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,11950000,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)",,Small lake developed between 12/22/2007 and 06/23/2008 and water discharged before 06/14/2008 with peak lake volume before flood 11.95x106 m3 with a lake area 0.89km2
GF077181E35675N_27,2009,2009,7,28,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,18350000,1470,,,,,,,,,,,,,,,,,,,,,,,,"(Hewitt and Liu, 2010; Round et al., 2017; Bazai et al., 2021)",,Lake area increased between 06/10/2009 and 07/12/2009 and water discharged before 08/04/2009. By 07/28/2009 the peak lake volume before flood 18.35x106 m3 with a lake area 1.08km2.  Peak discharge as Kaqun 1470 m3/s
GF077181E35675N_28,2015,2015,7,15,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,51100000,,,,,,,,,,,,,,,,,,,,,,,,,"(Round et al., 2017; Bazai et al., 2021)",,Lake developed in winter 2014 and expanded to 07/04/2015. By 07/04/2015 the peak lake volume before flood 9.83x106 m3 with a lake area 0.65km2. By 07/15/2015 the outburst flood volume reached 51.1 9.83x106 m3 (Round et al. 2017). The lake reformed during winter 2015
GF077181E35675N_29,2016,2016,7,17,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,42300000,,,,,,,,,,,,,,,,,,,,,,,,,"(Round et al., 2017; Bazai et al., 2021)",,Lake area increased between 06/04/2016 and 06/20/2016 and outburst occurred before 07/30/2016. By 07/14/2016 the peak volume before flood 43.89x106 m3 with a lake area 1.73km2. Round et al. (2017) reported rapid drainage on 07/17/2016. Peak outburst volume 42.3 x106 m3
GF077181E35675N_30,2016,2016,8,11,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,,13320000,,,,,,,,,,,,,,,,,,,,,,,,,"(Round et al., 2017; Bazai et al., 2021)",,"Flood occurred on 08/11/2016 (Round et al., 2017), while by July 30, 2016 the peak volume before flood 13.32 x 106 m3 with a lake area 0.98km2 . The lake reformed by December 2016"
GF077181E35675N_31,2017,2017,8,10,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,2580000,114990000,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)",,Lake area increased to peak 08/10/2017 and outburst between 08/10/2017 and 08/26/2017. The peak volume before flood 114.99x106 m3 with a lake area 2.93km2. This is the second biggest lake since 2000
GF077181E35675N_32,2018,2018,8,10,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,2270000,114990000,,,,,,,,,,,,,,,,,,,,,,,,,"(Zhang et al., 2020; Bazai et al., 2021)",,"Since the partial drainage by GLOF in 2017 the lake persisted through the winter and in the spring of 2018 the lake expanded with a peak volume by August 08, 2018 of 85.98 x 106 m3 with a lake area 2.38km2. "
GF077181E35675N_33,2019,2019,7,25,Kyagar,Kyagar,GL077181E35675N,"1, 2, 3, 4",G077158E35562N,35.677371,77.190788,4880,37.982034,76.877846,1450,Observation,Ice dammed,N,Y,14-02,9,China,Xinjiang,Yarkant,surging glacier,unknown,unknown,910000,,,,,,,,,,,,,,,,,,,,,,,,,,this study,https://twitter.com/rugpundits/status/1157230066910318592,
GF076847E43006N_0,2019,2019,8,14,lake number 1,Kargalinka,not mapped,NA,G076853E42998N,43.0067,76.8477,3523,43.137,76.865,1350,Deposit,Supraglacial,N,Y,13-03,4,Kazakhstan,,Kargaly,unknown,high temperatures,subglacial tunnel,40000,200000,5,30,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077408E43152N_0,1958,1958,7,6,lake number 17,Zharsai,not mapped,NA,G077398E43136N,43.152,77.408,3380,NA,NA,NA,NA,Moraine dammed,N,Y,13-03,4,Kazakhstan,,Izzyk,unknown,unknown,subglacial tunnel,,200000,,,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077408E43152N_1,1977,1977,6,25,lake number 17,Zharsai,not mapped,NA,G077398E43136N,43.152,77.408,3380,NA,NA,NA,NA,Supraglacial,N,Y,13-03,4,Kazakhstan,,Izzyk,melt,unknown,unknown,,460000,500,,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077408E43152N_2,1977,1977,7,3,lake number 17,Zharsai,not mapped,NA,G077398E43136N,43.152,77.408,3380,43.234,77.462,1820,Deposit,Moraine dammed,N,Y,13-03,4,Kazakhstan,,Izzyk,unknown,unknown,subglacial tunnel,,40000,630,,,,,,,,,,,,,,,,,,,,,,,,"(Narama, Severskiy and Yegorov, 2009)",,
GF077408E43152N_3,1963,1963,7,6,lake number 17,Zharsai,not mapped,NA,G077398E43136N,43.152,77.408,3380,43.29796,77.49812,1280,Observation,Moraine dammed,N,Y,13-03,4,Kazakhstan,,Izzyk,unknown,unknown,subglacial tunnel,,,12000,,,52,,,,,,,,,,,,,,,,,2 streets,,,,"(Petrakov et al., 2020, Medeu et al. 2022)",,
GF077083E43066N_0,1951,1951,8,20,lake number 2,Central Tuyuksu,NA,NA,G077081E43044N,43.066,77.083,3382,NA,NA,NA,NA,Moraine dammed,N,Y,13-03,4,Kazakhstan,Almaty,Kishi Almaty,unknown,unknown,moraine collapse,,20000,,50,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077083E43066N_1,1956,1956,8,7,lake number 2,Central Tuyuksu,NA,NA,G077081E43044N,43.066,77.083,3382,NA,NA,NA,NA,Moraine dammed,N,Y,13-03,4,Kazakhstan,Almaty,Kishi Almaty,unknown,unknown,piping,,35000,,1000,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077075E43064N_1,1973,1973,7,16,lake number 2 (Tuyuksu),Tuyuksu,GL077075E43064N,"3, 4",G077081E43044N,43.065,77.076,3374,43.147,77.062,1830,Deposit,Moraine dammed,N,Y,13-03,4,Kazakhstan,,Kishi Almatinka,unknown,high temperatures; intense rainfall,unknown,,500000,,,,,,,,,,,,,,,,,,,,,,,,,"(Narama, Severskiy and Yegorov, 2009)",,
GF077075E43064N_0,1973,1973,7,15,lake number 2 (Tuyuksu),Tuyuksu,GL077075E43064N,"3, 4",G077081E43044N,43.065,77.076,3374,43.147,77.062,1830,Deposit,Moraine dammed,N,Y,13-03,4,Kazakhstan,,Kishi Almatinka,unknown,high temperatures; intense rainfall,unknown,,224000,10000,,,10,,,,,,,,,,,,,,,,,,,,,"(Narama, Severskiy and Yegorov, 2009, Medeu et al. 2022)",,
GF077275E43137N_0,1973,1973,7,15,lake number 6,Glacier No 182/Bezymyannyi/TEU-Severny,ephemeral,NA,G077275E43137N,43.144,77.277,3380,NA,NA,NA,NA,Supraglacial,N,Y,13-03,4,Kazakhstan,,Srednii Talgar,unknown,unknown,ice core thawing,,24000,,25,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077275E43137N_1,1973,1973,8,16,lake number 6,Glacier No 182/Bezymyannyi/TEU-Severny,ephemeral,NA,G077275E43137N,43.144,77.277,3380,NA,NA,NA,NA,Supraglacial,N,Y,13-03,4,Kazakhstan,,Srednii Talgar,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077275E43137N_2,1973,1973,8,18,lake number 6,Glacier No 182/Bezymyannyi/TEU-Severny,ephemeral,NA,G077275E43137N,43.144,77.277,3380,NA,NA,NA,NA,Supraglacial,N,Y,13-03,4,Kazakhstan,,Srednii Talgar,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077275E43137N_3,1973,1973,8,19,lake number 6,Glacier No 182/Bezymyannyi/TEU-Severny,ephemeral,NA,G077275E43137N,43.144,77.277,3380,NA,NA,NA,NA,Supraglacial,N,Y,13-03,4,Kazakhstan,,Srednii Talgar,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077275E43137N_4,1974,1974,7,15,lake number 6,Glacier No 182/Bezymyannyi/TEU-Severny,ephemeral,NA,G077275E43137N,43.144,77.277,3380,NA,NA,NA,NA,Supraglacial,N,Y,13-03,4,Kazakhstan,,Srednii Talgar,unknown,unknown,unknown,,26000,100,,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077275E43137N_5,1974,1974,7,21,lake number 6,Glacier No 182/Bezymyannyi/TEU-Severny,ephemeral,NA,G077275E43137N,43.144,77.277,3380,NA,NA,NA,NA,Supraglacial,N,Y,13-03,4,Kazakhstan,,Srednii Talgar,unknown,unknown,unknown,,,250,,,,,,,,,,,,,,,,,,,,,,,,"(Medeu et al. 2022; Narama, Severskiy and Yegorov, 2009)",,
GF077275E43137N_6,1974,1974,8,2,lake number 6,Glacier No 182/Bezymyannyi/TEU-Severny,ephemeral,NA,G077275E43137N,43.144,77.277,3380,NA,NA,NA,NA,Supraglacial,N,Y,13-03,4,Kazakhstan,,Srednii Talgar,unknown,unknown,unknown,,,300,,,,,,,,,,,,,,,,,,,,,,,,"(Medeu et al. 2022; Narama, Severskiy and Yegorov, 2009)",,
GF077275E43137N_7,2014,2014,7,17,lake number 6,Glacier No 182/Bezymyannyi,ephemeral,NA,G077275E43137N,43.144,77.277,3380,NA,NA,NA,NA,Supraglacial,N,Y,13-03,4,Kazakhstan,,Srednii Talgar,unknown,unknown,unknown,,,300,,,,,,,,,,,,,,,,,,,,"the tractor road along the riverbed was destroyed, the section of the road leading to the Sputnik pioneer camp was damaged. The gauging station of Kazhydromet is destroyed. No victims",,,,"(Medeu et al., 2020)",,
GF077324E43163N_0,1979,1979,6,21,lake number 7,Sportivny,ephemeral,NA,G077345E43142N,43.163,77.324,3230,NA,NA,NA,NA,Supraglacial,N,N,13-03,4,Kazakhstan,,Middle Talgar,unknown,unknown,subglacial tunnel,,82000,340,,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,significant damage downstream
GF077276E43143N_0,1993,1993,7,6,lake number 8,unnamed,ephemeral,NA,G077275E43137N,43.143,77.276,3385,43.237,77.259,1412,Deposit,Supraglacial,N,N,13-03,4,Kazakhstan,,Middle Talgar,unknown,unknown,subglacial tunnel,,100000,15,1340,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF077276E43143N_1,2014,2014,7,17,lake number 8,unnamed,ephemeral,NA,G077275E43137N,43.143,77.276,3385,43.237,77.259,1412,Deposit,Supraglacial,N,Y,13-03,4,Kazakhstan,,Middle Talgar,unknown,unknown,subglacial tunnel,,35000,20,80,,,,,,,,,,,,,,,,,,,,,,,(Medeu et al. 2022),,
GF091807E27828N_0,2007,2007,8,10,Lang Co,unnamed,GL091807E27828N,"1, 2, 3, 4",No glacier,27.828,91.807,4294,27.821,91.755,2437,Observation,Moraine dammed,N,N,15-02,12,China,TAR,Yarlung Tsangpo,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,bridge destroyed,,,,"(Liu et al., 2014)",,
GF087138E27812N_0,2017,2017,4,20,Langmale ,Barun ,GL087138E27812N,"1, 2, 3",G087145E27832N,27.814,87.141,5026,27.72654,87.22062,3130,Observation,Moraine dammed,N,N,15-02,11,Nepal,Province No. 1,Arun,unknown,rockfall,unknown,,1300000,4400,,"downstream riverside communities in Bhojpur and Dhankuta, displaced 10 families",,,,,,,,,50,,,,24,80,,,,hundreds of hectares of grazing and forest land,1000000,,,"(Byers et al., 2019)",,
GF089581E28069N_0,2015,2015,7,28,Lemthang Tsho ,unnamed,GL089581E28069N,"1, 2, 3, 4",G089558E28088N,28.069,89.58,4263,28.004,89.735,3265,Deposit,Supraglacial,N,N,15-02,12,Bhutan,Punakha,Mo Chhu ,unknown,intense rainfall,unknown,,370000,1562,,30 km from the source,,,,,,,,,,,,,4,,washed away 148 pieces of timber,,,4 bridges washed away,4050,,14600,"(Gurung et al., 2017)",,
GF088037E27829N_0,1921,1921,NA,NA,Lhonak (Ghunsa 1),unnamed,ephemeral,NA,G088040E27841N,27.829351,88.03762,5100,27.78989,88.03161,4760,Deposit,Supraglacial,N,N,15-02,11,Nepal,Province No. 1,Tamor,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,Destroyed farmlands,,,,"(Byers et al., 2020)",,
GF085457E28568N_0,1964,1964,8,25,Longda Co,unnamed,GL085457E28568N,"1, 2, 3, 4",G085427E28609N,28.569,85.457,4504,NA,NA,NA,NA,Moraine dammed,Y,N,15-01,11,China,TAR,Gyirong,unknown,ice avalanche,unknown,491000,3600000,3100,,,,,,,,,,,,,,,,,,,,,,,,"(Ives, Shrestha and Mool, 2010; Cui et al. 2010; ICIMOD, 2011; Carrivick and Tweed, 2016; Nie et al., 2018; Veh et al., 2019)",,
GF090299E28093N_0,1994,1994,10,7,Luggye Tsho,unnamed,GL090299E28093N,"1, 2, 3, 4",G090326E28109N,28.092,90.299,4520,27.35,89.52,1220,Observation,Moraine dammed,N,N,15-02,12,Bhutan,Punakha,Pho Chhu ,unknown,landslide,unknown,,18000000,2500,,damaged Punakha Dzong,20,,,,,,,,,,,,,,,12,,"5 water mills washed away, 4 bridges destroyed",3300000,,,"(Ives, Shrestha and Mool, 2010; Komori et al., 2012; Gurung et al., 2017)",,
GF090590E28274N_0,1950s,NA,NA,NA,Lure Co,unnamed,GL090590E28274N,"1, 2, 3, 4",G090584E28248N,28.27,90.59,5720,28.345,90.541,4430,Deposit,Moraine dammed,Y,N,15-02,12,China,TAR,Kuri Chhu ,unknown,unknown,unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Yao et al., 2014; Nie et al., 2018)",,
GF079841E42200N_0,1902,1902,8,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_1,1931,1931,9,19,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_2,1932,1932,9,12,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_3,1933,1933,8,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_4,1935,1935,9,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_5,1936,1936,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_6,1937,1937,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_7,1938,1938,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_8,1939,1939,8,1,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_9,1940,1940,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_10,1941,1941,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_11,1942,1942,10,NA,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_12,1943,1943,9,22,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
GF079841E42200N_13,1949,1949,8,3,Merzbacher,Southern Inylshek,GL079841E42200N,2,G080193E42063N,42.196,79.847,3271,NA,NA,NA,NA,Ice dammed,N,Y,13-03,3,Kyrgyzstan,,Inylchek,unknown,unknown,subglacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Glazirin, 2010)",,
